City,State_Province,Country,Player_Count,Latitude,Longitude
Calabasas,California,USA,3,34.1539731,-118.6473801
Calgary,Alberta,Canada,48,51.04473309999999,-114.0718831
Calumet,Michigan,USA,1,47.2500752,-88.4538271
Cambridge,Massachusetts,USA,1,42.3666036,-71.1056916
Cambridge,Ontario,Canada,3,43.3616211,-80.3144276
Campbellville,Ontario,Canada,1,43.4881366,-79.9838061
Camrose,Alberta,Canada,2,53.0173444,-112.8251176
Candiac,Quebec,Canada,1,45.3806689,-73.5077689
Canmore,Alberta,Canada,2,51.08836660000001,-115.3479101
Canonsburg,Pennsylvania,USA,1,40.2625702,-80.18727969999999
Canton,Michigan,USA,1,42.307458,-83.4871494
Canton,New York,USA,1,44.5956163,-75.1690942
Carbondale,Colorado,USA,1,39.4022054,-107.2111628
Carmel,Indiana,USA,1,39.978371,-86.1180435
Castle Pines,Colorado,USA,1,39.4716139,-104.8947682
Castle Rock,Colorado,USA,1,39.3722121,-104.8560902
Cedarburg,Wisconsin,USA,1,43.2966716,-87.9875898
Centennial,Colorado,USA,3,39.5807452,-104.8771726
Center Moriches,New York,USA,1,40.8003767,-72.7898233
Centerville,Minnesota,USA,1,45.16302230000001,-93.0557757
Chambly,Quebec,Canada,1,45.4409293,-73.3015764
Champlin Park,Minnesota,USA,1,45.1888539,-93.39745370000001
Chanhassen,Minnesota,USA,1,44.86196450000001,-93.53231029999999
Charleston,South Carolina,USA,1,32.7833163,-79.9319664
Charlottetown,Prince Edward Island,Canada,1,46.23824,-63.13107040000001
Chaska,Minnesota,USA,5,44.7893446,-93.60183889999999
Chatham,Ontario,Canada,1,42.4048018,-82.1910376
Chelsea,Quebec,Canada,1,45.50376379999999,-75.7952731
Chelyabinsk,Russia,Russia,1,55.1644419,61.4368431
Chesterfield,Missouri,USA,3,38.6631083,-90.5770675
Chestermere,Alberta,Canada,1,51.0380334,-113.8424298
Chetwynd,British Columbia,Canada,1,55.6976802,-121.6296734
Cheyenne,Wyoming,USA,1,41.1347435,-104.8211901
Chicago,Illinois,USA,11,41.88325,-87.6323879
Chilliwack,British Columbia,Canada,1,49.1579401,-121.9514666
Châteauguay,Quebec,Canada,1,45.36015889999999,-73.74940330000001
Claremont,California,USA,1,34.0966764,-117.7197785
Clarence Center,New York,USA,2,43.0106139,-78.6375283
Clarkston,Michigan,USA,1,42.7351196,-83.4192941
Clavet,Saskatchewan,Canada,1,51.99633670000001,-106.3772733
Cleveland,Ohio,USA,2,41.49932,-81.6943605
Clifton,New Jersey,USA,1,40.8654493,-74.1610268
Clifton Park,New York,USA,1,42.844668,-73.8183804
Cloverdale,British Columbia,Canada,2,49.1115339,-122.7349425
Clyde,Michigan,USA,1,43.004619,-82.55302429999999
Cochrane,Alberta,Canada,3,51.1917439,-114.4667528
Cohasset,Minnesota,USA,1,47.2640071,-93.6221657
Collegeville,Pennsylvania,USA,1,40.1856597,-75.451571
Colleyville,Texas,USA,1,32.8809603,-97.155012
Colorado Springs,Colorado,USA,1,38.8353142,-104.8216009
Columbus,Ohio,USA,4,39.9625112,-83.0032218
Commerce Township,Michigan,USA,1,42.5695563,-83.4794976
Compton,California,USA,1,33.8959097,-118.2243901
Concord,Massachusetts,USA,1,42.4603719,-71.3489484
Concord,New Hampshire,USA,1,43.20622059999999,-71.5398156
Coquitlam,British Columbia,Canada,3,49.2837626,-122.7932065
Cornwall,Ontario,Canada,1,45.0212762,-74.730345
Cottage Grove,Minnesota,USA,2,44.8277446,-92.9438218
Courtenay,British Columbia,Canada,1,49.6841391,-124.9904493
Courtice,Ontario,Canada,1,43.9109352,-78.7884468
Cranberry Township,Pennsylvania,USA,1,40.6989127,-80.1087742
Crystal,Minnesota,USA,1,45.0327425,-93.3602286
Crystal Lake,Illinois,USA,2,42.2411344,-88.31619649999999
Culver,Indiana,USA,1,41.22242,-86.41300299999999
Cumberland,Maine,USA,1,43.7964669,-70.2584731
Cumming,Georgia,USA,1,34.2073196,-84.14019259999999
Cypress,California,USA,1,33.8169366,-118.0368507
Dakota Dunes,South Dakota,USA,1,42.4874948,-96.48642
Dallas,Texas,USA,3,32.7766642,-96.79698789999999
Darien,Connecticut,USA,3,41.0771914,-73.4686858
Dayton,Minnesota,USA,1,45.243854,-93.5149576
Dayton,Ohio,USA,1,39.7592225,-84.1936144
Decker,Manitoba,Canada,1,50.269913,-100.782076
Dedham,Massachusetts,USA,1,42.2436085,-71.1676536
Deerfield,Massachusetts,USA,1,42.5445588,-72.6056435
Delisle,Saskatchewan,Canada,1,51.9237702,-107.1348358
Delta,British Columbia,Canada,1,49.09521549999999,-123.0264759
Denver,Colorado,USA,3,39.7392358,-104.990251
Des Moines,Iowa,USA,2,41.5896139,-93.61639629999999
Detroit,Michigan,USA,5,42.32971819999999,-83.0424533
Detroit Lakes,Minnesota,USA,1,46.8171808,-95.8453253
Detva,Slovakia,Slovakia,1,48.5587115,19.4183349
Deux-Montagnes,Quebec,Canada,1,45.5412324,-73.9012071
Dollard-des-Ormeaux,Quebec,Canada,1,45.4895636,-73.8205567
Dolne Kockovce,Slovakia,Slovakia,1,49.0943992,18.3249379
Dosquet,Quebec,Canada,1,46.4670815,-71.5289609
Dover,Massachusetts,USA,1,42.2458135,-71.27956379999999
Doylestown,Pennsylvania,USA,2,40.3101063,-75.1298939
Drummondville,Quebec,Canada,2,45.8811739,-72.4847355
Dubuque,Iowa,USA,2,42.5063629,-90.6677479
Duluth,Georgia,USA,1,34.0028786,-84.1446376
Duluth,Minnesota,USA,2,46.7844571,-92.1055411
Duncan,British Columbia,Canada,3,48.7786908,-123.7079416
Dundas,Ontario,Canada,2,43.26650890000001,-79.9568685
Duxbury,Massachusetts,USA,1,42.0393842,-70.67170279999999
Eagan,Minnesota,USA,1,44.8041322,-93.1668858
Eagle,Idaho,USA,1,43.6954424,-116.3540138
Eagle Lake,Ontario,Canada,1,45.133333,-78.516667
Eagle River,Alaska,USA,2,61.3293186,-149.5680499
East Amherst,New York,USA,2,43.0183126,-78.69698310000001
East Aurora,New York,USA,1,42.7678376,-78.6133589
East Falmouth,Massachusetts,USA,1,41.5784425,-70.55864009999999
East Grand Forks,Minnesota,USA,1,47.9311871,-97.00934699999999
East Greenbush,New York,USA,2,42.6068049,-73.68893779999999
East Greenwich,Rhode Island,USA,1,41.6342619,-71.51304449999999
East Northport,New York,USA,1,40.8767647,-73.3245613
East Wenatchee,Washington,USA,1,47.41568239999999,-120.2931263
Easthampton Township,New Jersey,USA,1,40.0054683,-74.7648987
Easton,Massachusetts,USA,1,42.0245442,-71.1286594
Eau Claire,Wisconsin,USA,1,44.811349,-91.4984941
Edberg,Alberta,Canada,1,52.7862008,-112.7858605
Eden Prairie,Minnesota,USA,5,44.8546856,-93.47078599999999
Edina,Minnesota,USA,9,44.8896866,-93.3499489
Edmonton,Alberta,Canada,14,53.5461663,-113.4937355
Ekerö,Sweden,Sweden,1,59.2798338,17.7902246
El Cerrito,California,USA,1,37.9161326,-122.310765
Elk River,Minnesota,USA,1,45.303218,-93.5547381
Elko,Minnesota,USA,2,44.5610022,-93.31622949999999
Ellicott City,Maryland,USA,1,39.2673283,-76.7983067
Elmhurst,Illinois,USA,1,41.903451,-87.9397972
Elmira,Ontario,Canada,1,43.60040739999999,-80.5629846
Elora,Ontario,Canada,2,43.683715,-80.43054269999999
Ely,Minnesota,USA,1,47.9032372,-91.8670873
Enebyberg,Sweden,Sweden,1,59.43248120000001,18.0391085
Enfield,Nova Scotia,Canada,1,44.9246382,-63.53804280000001
Ennismore,Ontario,Canada,1,44.409828,-78.431888
Espoo,Finland,Finland,7,60.2054911,24.6559001
Estevan,Saskatchewan,Canada,1,49.1390842,-102.9914807
Eveleth,Minnesota,USA,1,47.46242789999999,-92.5399063
Everett,Washington,USA,1,47.9782457,-122.207417
Evergreen,Colorado,USA,1,39.634584,-105.3155562
Excelsior,Minnesota,USA,2,44.9032963,-93.5663455
Fairbanks,Alaska,USA,4,64.8400511,-147.7199756
Fairfield,California,USA,1,38.2491956,-122.0405151
Fairfield,Connecticut,USA,2,41.1408363,-73.2612615
Fairmont,Minnesota,USA,1,43.65217750000001,-94.46108319999999
Fairport,New York,USA,1,43.0986742,-77.44193779999999
Fallston,Maryland,USA,1,39.5145515,-76.41107319999999
Falmouth,Maine,USA,1,43.7435343,-70.2601759
Far Hills,New Jersey,USA,2,40.6832668,-74.6369793
Fargo,North Dakota,USA,4,46.8771863,-96.7898034
Faribault,Minnesota,USA,1,44.2949636,-93.268827
Farmington,Connecticut,USA,1,41.7360305,-72.79502699999999
Farmington,Minnesota,USA,2,44.6402434,-93.1435497
Farmington Hills,Michigan,USA,1,42.4989936,-83.3677168
Fernie,British Columbia,Canada,1,49.50404520000001,-115.063065
Filipstad,Sweden,Sweden,1,59.7139973,14.1698445
Fishers,Indiana,USA,1,39.9582483,-86.016877
Flower Mound,Texas,USA,2,33.0145673,-97.0969552
Flushing,Michigan,USA,1,43.0630833,-83.8510732
Fort Erie,Ontario,Canada,1,42.90537,-78.9403359
Fort McMurray,Alberta,Canada,1,56.7266231,-111.3790095
Fort Myers,Florida,USA,2,26.6409247,-81.8605575
Fort Saskatchewan,Alberta,Canada,1,53.6962239,-113.2163654
Fort Wayne,Indiana,USA,1,41.0794759,-85.1362929
Fort Worth,Texas,USA,3,32.7554883,-97.3307658
Franklin,Michigan,USA,1,42.5222567,-83.30604319999999
Fredericton,New Brunswick,Canada,1,45.9635895,-66.6431151
Fredrikstad,Norway,Norway,1,59.22053689999999,10.9347012
Fresno,California,USA,1,36.7377981,-119.7871247
Frisco,Texas,USA,2,33.1496718,-96.835567
Furuberget,Norway,Norway,1,60.80977499999999,11.026457
Garden Grove,California,USA,1,33.7742692,-117.9379952
Gatineau,Quebec,Canada,1,45.4765446,-75.7012723
Geneva,Illinois,USA,1,41.8926437,-88.3287896
George Town,CYM,CYM,2,19.2965778,-81.3819158
Getzville,New York,USA,1,43.0159197,-78.7680702
Gibsonia,Pennsylvania,USA,1,40.6300567,-79.9703318
Gibsons,British Columbia,Canada,1,49.3974171,-123.5152222
Gilbert Plains,Manitoba,Canada,1,51.1483763,-100.4891591
Gilford,New Hampshire,USA,1,43.5774841,-71.40062610000001
Gill,Massachusetts,USA,1,42.6408105,-72.4996367
Girvan,United Kingdom,Great Britain,1,55.240164,-4.854217999999999
Gladstone,Manitoba,Canada,1,50.224998,-98.95076499999999
Glen Ellyn,Illinois,USA,1,41.8775293,-88.0670118
Glencoe,Illinois,USA,2,42.1350268,-87.75811879999999
Glendale,California,USA,1,34.1463674,-118.2488703
Glenview,Illinois,USA,2,42.0778065,-87.8223368
Goffstown,New Hampshire,USA,1,43.0204052,-71.6002223
Gothenburg,Sweden,Sweden,2,57.70887,11.97456
Granby,Quebec,Canada,1,45.40322889999999,-72.7340662
Grand Forks,North Dakota,USA,8,47.9252568,-97.0328547
Grand Rapids,Michigan,USA,5,42.9704146,-85.6721946
Grand Rapids,Minnesota,USA,6,47.2369615,-93.52832749999999
Granite Springs,New York,USA,2,41.3103717,-73.75735499999999
Grant,Minnesota,USA,1,45.084411,-92.91049079999999
Great Falls,Montana,USA,1,47.5052849,-111.3007715
Greely,Ontario,Canada,1,45.2593249,-75.56872609999999
Green Bay,Wisconsin,USA,4,44.5133188,-88.0132958
Greenwich,Connecticut,USA,4,41.0262417,-73.6281964
Grosse Ile,Michigan,USA,1,42.1303431,-83.1488389
Guelph,Ontario,Canada,1,43.5448048,-80.24816659999999
Guilford,Connecticut,USA,1,41.287943,-72.6839226
Gurnee,Illinois,USA,1,42.3702996,-87.90201859999999
Gyõr,Hungary,Hungary,1,47.6874569,17.6503974
Gävle,Sweden,Sweden,2,60.6748796,17.1412726
Göteborg,Sweden,Sweden,1,57.70887,11.97456
Hadley,Massachusetts,USA,1,42.3417565,-72.58842220000001
Halifax,Nova Scotia,Canada,5,44.8857087,-63.1005273
Hallock,Minnesota,USA,2,48.77442629999999,-96.94644699999999
Hallsberg,Sweden,Sweden,1,59.0665316,15.10229
Ham Lake,Minnesota,USA,3,45.2502429,-93.2499507
Hamar,Norway,Norway,1,60.7945331,11.0679977
Hamburg,New York,USA,2,42.7158927,-78.8294768
Hamilton,Massachusetts,USA,1,42.63620520000001,-70.8431049
Hamilton,Ontario,Canada,3,43.2557206,-79.8711024
Hancock,Michigan,USA,1,47.1268714,-88.5809563
Hanover,Massachusetts,USA,1,42.1162217,-70.8476708
Hanover,Minnesota,USA,1,45.155797,-93.6663523
Hanover,New Hampshire,USA,1,43.7022451,-72.2895526
Harrison Township,Michigan,USA,2,42.590583,-82.8269526
Hartland,Wisconsin,USA,1,43.1046143,-88.3475262
Hatfield,Pennsylvania,USA,1,40.27982739999999,-75.2993417
Hauppauge,New York,USA,3,40.8256536,-73.2026138
Headingley,Manitoba,Canada,1,49.87549449999999,-97.40870129999999
Heidelberg,Ontario,Canada,1,43.5204612,-80.61932379999999
Helsinki,Finland,Finland,6,60.16985569999999,24.938379
Hermantown,Minnesota,USA,5,46.8068852,-92.2382464
Hermitage,Tennessee,USA,1,36.1988486,-86.6197777
Hermosa Beach,California,USA,1,33.8622366,-118.3995194
Heron Lake,Minnesota,USA,1,43.7944036,-95.32249859999999
High River,Alberta,Canada,1,50.5767481,-113.8715613
Highland Park,Illinois,USA,3,42.1816918,-87.8003437
Hingham,Massachusetts,USA,4,42.2418426,-70.8897712
Hinsdale,Illinois,USA,2,41.8008642,-87.9370052
Holden,Massachusetts,USA,1,42.3517585,-71.8634062
Holland,Michigan,USA,1,42.7893867,-86.1089511
Holmdel,New Jersey,USA,1,40.3848944,-74.18900599999999
Homer Glen,Illinois,USA,1,41.6000317,-87.9381112
Hooksett,New Hampshire,USA,1,43.0463073,-71.4365043
Hopkinton,Massachusetts,USA,2,42.2284282,-71.52207589999999
Hortonville,Wisconsin,USA,3,44.334705,-88.63816150000001
Houghton,Michigan,USA,1,47.12113309999999,-88.5694182
Howell,Michigan,USA,5,42.6072552,-83.9293952
Howell,New Jersey,USA,1,40.1400291,-74.2251347
Hudson,Massachusetts,USA,2,42.3913641,-71.5697117
Hudson,Wisconsin,USA,2,44.9746896,-92.7568703
Hudson's Hope,British Columbia,Canada,1,56.0357172,-121.9038286
Hugo,Minnesota,USA,2,45.159964,-92.99334119999999
Hull,Massachusetts,USA,1,42.3020647,-70.9078346
Humboldt,Saskatchewan,Canada,2,52.2019792,-105.1228655
Humenne,Slovakia,Slovakia,1,48.932454,21.9078917
Huntington,New York,USA,1,40.8681539,-73.425676
Hyde Park,Massachusetts,USA,1,42.2556619,-71.1255855
Hässelby,Sweden,Sweden,1,56.8983561,16.7740995
Höganäs,Sweden,Sweden,1,56.2006388,12.5553288
Ilderton,Ontario,Canada,1,43.0792014,-81.3817835
Ingersoll,Ontario,Canada,1,43.03816279999999,-80.88404899999999
Inver Grove Heights,Minnesota,USA,1,44.8480218,-93.04271530000001
Irvine,California,USA,1,33.6845673,-117.8265049
Itasca,Illinois,USA,1,41.9750287,-88.0072909
Ithaca,New York,USA,1,42.4439614,-76.5018807
Jacksonville,Florida,USA,1,30.3297566,-81.6591529
Janesville,Wisconsin,USA,1,42.6821141,-89.0274934
Jericho,New York,USA,1,40.79204410000001,-73.5398476
Jesenice,Slovenia,Slovenia,1,46.4602537,13.9172237
Johnstown,Pennsylvania,USA,1,40.32674069999999,-78.9219698
Jyväskylä,Finland,Finland,1,62.2426034,25.7472567
Kaarina,Finland,Finland,1,60.4095081,22.3844244
Kalamazoo,Michigan,USA,1,42.2896532,-85.5856279
Kamloops,British Columbia,Canada,9,50.674522,-120.3272674
Kanata,Ontario,Canada,1,45.3088185,-75.89868349999999
Karlovy Vary,Czech Republic,Czech Republic,1,50.2318521,12.8719616
Karlstad,Sweden,Sweden,1,59.3783091,13.4967921
Kauniainen,Finland,Finland,1,60.21244790000001,24.7283695
Kensington,Connecticut,USA,1,41.6353769,-72.7687083
Kensington,Maryland,USA,2,39.0256651,-77.0763669
Kentville,Nova Scotia,Canada,1,45.0771182,-64.49428259999999
Kerrobert,Saskatchewan,Canada,1,51.9185447,-109.136794
Kimberley,British Columbia,Canada,1,49.6651567,-115.9967206
Kindersley,Saskatchewan,Canada,1,51.4675266,-109.1546825
King City,Ontario,Canada,3,43.9286902,-79.5281431
Kings Park,New York,USA,1,40.88620900000001,-73.2573369
Kingston,Ontario,Canada,1,44.2334401,-76.49302949999999
Kirkland,Quebec,Canada,3,45.4560415,-73.8623337
Kitchener,Ontario,Canada,1,43.4510934,-80.4925804
Klagenfurt,Austria,Austria,1,46.625704,14.3137371
Kleinburg,Ontario,Canada,2,43.8385021,-79.62354069999999
Kohler,Wisconsin,USA,1,43.7391616,-87.7817541
Kosice,Slovakia,Slovakia,1,48.7163857,21.2610746
Kuopio,Finland,Finland,2,62.8965859,27.6785574
Kyiv,Ukraine,Ukraine,2,50.4503596,30.5245025
L'Ancienne-Lorette,Quebec,Canada,1,46.8063093,-71.3570091
L'Île-Bizard,Quebec,Canada,2,45.4948893,-73.89075559999999
La Grange,Illinois,USA,1,41.8050314,-87.8692254
Labrador City,Newfoundland and Labrador,Canada,1,52.9383852,-66.9153137
Lake Elmo,Minnesota,USA,2,44.9957998,-92.8793768
Lake Forest,Illinois,USA,3,42.2586342,-87.840625
Lake View,New York,USA,2,42.71117,-78.9361468
Lakeville,Minnesota,USA,4,44.6496868,-93.24271999999999
Lancaster,Massachusetts,USA,1,42.4534026,-71.67345379999999
Lancaster,New York,USA,1,42.9006144,-78.6703062
Landmark,Manitoba,Canada,1,49.67167389999999,-96.82166699999999
Landskrona,Sweden,Sweden,1,55.8703477,12.8300802
Langley,British Columbia,Canada,7,49.1041779,-122.6603519
Lansing,New York,USA,1,42.4842392,-76.4799397
Laval,Quebec,Canada,1,45.6066487,-73.712409
LeRoy,Saskatchewan,Canada,1,52.00021169999999,-104.7385969
Leamington,Ontario,Canada,2,42.0530892,-82.59980019999999
Les Cèdres,Quebec,Canada,1,45.3095043,-74.05907789999999
Lethbridge,Alberta,Canada,5,49.6956181,-112.8451067
Lexington,Massachusetts,USA,1,42.4473497,-71.2271531
Libertyville,Illinois,USA,1,42.2830786,-87.9531303
Liepaja,Latvia,Latvia,2,56.5384577,21.0538204
Lincolnshire,Illinois,USA,1,42.1976016,-87.9317683
Linden,Michigan,USA,1,42.8144731,-83.7824526
Linkoping,Sweden,Sweden,1,58.41080700000001,15.6213727
Linköping,Sweden,Sweden,1,58.41080700000001,15.6213727
Littleton,Colorado,USA,1,39.613321,-105.0166498
Livingston,New Jersey,USA,2,40.782424,-74.315139
Livonia,Michigan,USA,5,42.36837,-83.35270969999999
Ljubljana,Slovakia,Slovakia,1,46.0569465,14.5057515
Lockport,New York,USA,2,43.1706128,-78.6903098
Locust Valley,New York,USA,1,40.8759324,-73.5970707
London,Ontario,Canada,6,42.9849233,-81.2452768
Long Grove,Illinois,USA,1,42.1783584,-87.99785179999999
Long Valley,New Jersey,USA,1,40.78593310000001,-74.7801645
Longmeadow,Massachusetts,USA,1,42.0501022,-72.5828642
Longueuil,Quebec,Canada,3,45.5135059,-73.4329187
Los Angeles,California,USA,2,34.0549076,-118.242643
Lugano,Switzerland,Switzerland,1,46.0036778,8.951051999999999
Lunenburg,Massachusetts,USA,1,42.5971299,-71.7416301
Lévis,Quebec,Canada,1,46.7582576,-71.2397151
Macklin,Saskatchewan,Canada,1,52.3332191,-109.9364258
Macomb,Michigan,USA,1,42.7009627,-82.9588953
Madison,New Jersey,USA,2,40.759562,-74.4163578
Madison,Wisconsin,USA,2,43.0721661,-89.4007501
Madison Heights,Michigan,USA,1,42.4858692,-83.1052028
Magadan,RUS,RUS,1,59.55943970000001,150.8127537
Mahopac,New York,USA,2,41.372316,-73.733465
Mahtomedi,Minnesota,USA,1,45.0696886,-92.95160369999999
Makhachkala,Russia,Russia,1,42.9777885,47.5146913
Manchester,New Hampshire,USA,1,42.9956397,-71.4547891
Manchester,Vermont,USA,1,43.1635393,-73.0720817
Manhattan,New York,USA,1,40.7685167,-73.98219379999999
Manhattan Beach,California,USA,7,33.8881489,-118.4092903
Mankato,Minnesota,USA,1,44.1661456,-94.0055647
Manotick,Ontario,Canada,1,45.2274934,-75.72293119999999
Maple Grove,Minnesota,USA,12,45.0724642,-93.4557877
Maplewood,Minnesota,USA,1,44.9530215,-92.9952153
Marathon,Ontario,Canada,1,48.716744,-86.3821956
Marcellus,New York,USA,1,42.9828438,-76.3404867
Marietta,Georgia,USA,1,33.9532531,-84.5499358
Marine City,Michigan,USA,1,42.7194778,-82.492132
Markham,Ontario,Canada,4,43.8599076,-79.3349945
Marlborough,Massachusetts,USA,2,42.3459271,-71.5522874
Marlton,New Jersey,USA,1,39.8912248,-74.9218324
Marquette,Michigan,USA,1,46.5436199,-87.3953713
Mars,Pennsylvania,USA,2,40.6958996,-80.0117254
Marshfield,Massachusetts,USA,1,42.0919178,-70.7102896
Martensville,Saskatchewan,Canada,3,52.29312119999999,-106.6578378
Martin,Slovakia,Slovakia,1,49.0616613,18.9190235
Marysville,Michigan,USA,2,42.9125305,-82.4868599
